,label,msisdn,aon,daily_decr30,daily_decr90,rental30,rental90,last_rech_date_ma,last_rech_date_da,last_rech_amt_ma,cnt_ma_rech30,fr_ma_rech30,sumamnt_ma_rech30,medianamnt_ma_rech30,medianmarechprebal30,cnt_ma_rech90,fr_ma_rech90,sumamnt_ma_rech90,medianamnt_ma_rech90,medianmarechprebal90,cnt_da_rech30,fr_da_rech30,cnt_da_rech90,fr_da_rech90,cnt_loans30,amnt_loans30,maxamnt_loans30,medianamnt_loans30,cnt_loans90,amnt_loans90,maxamnt_loans90,medianamnt_loans90,payback30,payback90,pcircle,pdate
131,1,91716I90841,365,44836,52266.89,6394.29,8163.82,1,0,2309,13,2,28775,2309,26,34,2,81144,2309,26,0,0,0,0,10,114,12,0,25,204,12,0,1.909090909,1.888888889,UPW,06-08-16
132,1,78439I70781,385,5807.235333,5897.46,2277.01,2325.08,1,0,2309,4,9,9451,1928,329,6,11,20998,1928,63,0,0,0,0,1,6,6,0,1,6,6,0,0,4,UPW,19-07-16
133,1,33936I84459,1150,2518,2531.32,1130.44,1159.54,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12,12,0,1,12,12,0,0,0,UPW,11-08-16
134,0,64987I82732,274,800,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-07-16
135,1,24480I82732,1094,3207,3207,900.13,900.13,1,0,1539,1,0,1539,1539,153.82,1,0,1539,1539,153.82,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,21-08-16
136,1,43748I82736,1312,12699,14512.92,4687.74,5126.86,1,0,1539,10,1,11747,770,24.8,19,1,20992,770,23.8,0,0,0,0,3,24,12,0,4,30,12,0,1.666666667,2,UPW,04-08-16
137,1,69235I82737,1268,5399.852,5494.13,3314.97,5736.51,7,0,2309,5,6,10209,2309,18.01,8,6,15822,1541,23.01,0,0,0,0,4,24,6,0,5,30,6,0,4.666666667,4,UPW,18-07-16
138,1,07684I70379,625,2005.833333,2007,75,90,11,0,2309,1,0,2309,2309,4.8,1,0,2309,2309,4.8,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,05-07-16
139,1,33970I89232,710,23.52133333,23.52133333,1152.76,1152.76,1,0,1539,3,4,3079,770,13.08,3,4,3079,770,13.08,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,23-06-16
140,1,59538I88659,919,121.4833333,121.4833333,5339.75,5339.75,4,0,773,2,7,4821,2410.5,13.5,2,7,4821,2410.5,13.5,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,25-06-16
141,1,02100I89238,934,5720,5745,19081.28,26247.98,3,0,770,3,1,2310,770,12.51,6,12,6161,771.5,18.01,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,05-08-16
142,1,75902I70374,321,2766.5,2795,4860.21,5601.54,12,0,1539,5,2,7906,773,225.57,9,1,12530,773,113.57,0,0,0,0,3,18,6,0,5,30,6,0,4.333333333,4.8,UPW,09-07-16
143,1,43430I70786,164,33750,39567.48,3301.65,5061.54,1,0,1539,16,2,25394,1539,88,30,2,47710,1539,66.5,0,0,0,0,10,102,12,0,20,162,12,0,2,2.217391304,UPW,07-08-16
144,1,48581I89236,397,38.78,38.78,560.56,560.56,1,0,4048,3,12,7907,2320,446.5,3,12,7907,2320,446.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-06-16
145,1,28734I85338,1221,95.99333333,95.99333333,374.17,374.17,1,0,1539,7,9,10951,1539,28.8,7,9,10951,1539,28.8,0,0,0,0,6,36,6,0,6,36,6,0,1.714285714,1.714285714,UPW,17-06-16
146,1,36476I88649,295,2419.421,2427.39,3973.46,4112.56,1,0,1539,2,2,3078,1539,147.5,6,4,8658,1539,25.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-07-16
147,1,73196I70786,198,18301,28936.47,8634.1,11994.34,1,0,4048,5,11,24192,4048,171,17,3,88845,4048,233,0,0,0,0,2,12,98745.93405,0.5,8,48,6,0,2.5,1.75,UPW,10-08-16
148,1,79290I88659,503,11509.26267,11583.64,1255.45,1135.07,2,0,1539,7,2,10774,1539,23,8,2,18774,1539,21.5,0,0,0,0,7,54,12,0,8,60,12,0,5,5.5,UPW,13-07-16
149,1,47595I85348,1272,62.152,62.152,2170.56,2170.56,4,0,8000,1,0,8000,8000,0.33,1,0,8000,8000,0.33,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,24-06-16
150,1,24360I70784,634,8977,21762.43,2056.08,2421.32,20,0,770,1,0,770,770,140.9,1,0,770,770,140.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPW,05-08-16
151,1,92437I84451,1696,30956.45933,31023.27,9707.45,10180.73,1,0,770,18,0,30320,1539,329.01,25,0,41113,1539,354.51,0,0,0,0,3,24,12,0,3,24,12,0,3,3,UPW,16-07-16
152,1,59947I70373,593,1006.57,1012.3,4975.29,5528.1,5,0,1547,7,5,6185,773,52.77,10,5,7304,773,43.27,0,0,0,0,7,42,6,0,7,42,6,0,5.285714286,5.285714286,UPW,03-07-16
153,0,98457I82738,886,1829.941667,1835.93,634.31,741.26,5,0,770,2,6,1540,770,146.2,2,6,1540,770,146.2,0,0,0,0,3,18,6,0,3,18,6,0,7.5,23,UPW,05-07-16
154,1,10830I90840,137,1514.091,1522.37,1362.68,1399.33,1,0,4048,10,3,37002,4048,14.5,10,3,37002,4048,14.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-07-16
155,1,36629I84452,982,2648.539,2671.43,1306.44,1594.53,6,0,1539,3,3,4625,1539,218.94,7,5,10197,1539,34.94,0,0,0,0,3,18,6,0,5,30,6,0,3.5,3.6,UPW,11-07-16
156,1,34906I95201,125,3852.821667,3861.93,2516.3,2671.8,4,0,770,3,3,2310,770,26.5,5,12,3853,770,73.5,0,0,0,0,1,6,6,0,2,12,6,0,0,0,UPW,25-07-16
157,0,10762I95203,91,4960.083333,4960.1,1495.64,1560.89,5,0,4048,1,0,4048,4048,0,1,0,4048,4048,0,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,05-07-16
158,1,20891I88690,860950.1681,19.396,19.396,78.12,78.12,3,0,770,3,2,1716,770,24.1,6,2,2235,173,38.1,0,0,0,0,2,12,6,0.5,2,12,6,0.5,3,3,UPW,06-06-16
159,1,98305I70378,544,2620,9216,995.35,1805.81,3,0,2309,1,0,2309,2309,75,6,1,11744,1539,58,0,0,0,0,1,12,12,0,3,24,12,0,0,18,UPW,14-08-16
160,1,84667I85348,415,9507.542667,9622.48,418.58,-239.39,835708.592,0,1924,5,2,8081,1924,76,6,17,9620,1731.5,52,0,0,0,0,4,30,12,0,4,30,12,0,4.666666667,9.75,UPW,19-07-16
161,1,15095I70379,231,34478,34497.49,3156.49,10315.99,1,0,8000,3,4,27874,8000,121,4,22,39748,9937,156,0,0,0,0,2,18,12,0,3,24,12,0,2,1.666666667,UPW,30-07-16
162,1,39248I70785,556,148.552,148.552,1798.08,1798.08,3,0,2309,7,0,14153,1539,48.4,8,0,17346,1924,44.9,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,24-06-16
163,1,73119I95203,157,83.42766667,83.42766667,-64.46,-64.46,7,0,8000,2,7,14960,7480,141,2,7,14960,7480,141,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,11-06-16
164,1,85018I70378,229,3562.166667,3576,1242.94,1432.19,3,0,1539,8,5,10014,1539,19.2,11,5,11907,947,20.2,0,0,0,0,7,42,6,0,9,54,6,0,3.714285714,3.5,UPW,05-07-16
165,1,01868I89236,180,15038,19623.85,1198.8,8374.3,4,0,2309,4,17,9236,2309,18.5,16,2,36955,2309,29.5,0,0,0,0,5,30,6,0,14,84,6,0,6.25,3.857142857,UPW,03-08-16
166,1,25414I82733,890,30.552,30.552,387.36,387.36,3,0,773,4,1,2666,773,52.6,4,1,2666,773,52.6,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,08-06-16
167,1,57975I84457,568,2.127333333,2.127333333,7.94,7.94,7,0,173,1,0,173,173,28,4,2,1892,473,66.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-06-16
168,1,84992I84451,210,655.9606667,655.9606667,1037.91,1037.91,1,0,4048,15,1,58805,4048,42,17,1,65292,4048,41,0,0,0,0,4,24,6,0,4,24,6,0,1.666666667,1.666666667,UPW,29-06-16
169,0,35997I90588,384,85.48333333,85.48333333,207,207,9,0,4048,3,4,11274,4048,18,3,4,11274,4048,18,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,23-06-16
170,0,18263I84453,751,929.793,963.99,292.32,417.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-07-16
171,1,82795I92191,1907,19.92666667,19.92666667,958.2,958.2,6,0,2309,1,0,2309,2309,33.74,1,0,2309,2309,33.74,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-06-16
172,1,40788I82735,502,16.479,16.479,53.19,53.19,6,0,770,2,5,1543,771.5,199.2,2,5,1543,771.5,199.2,0,0,0,0,2,12,6,0.5,2,12,6,0.5,0,0,UPW,27-06-16
173,0,81472I70379,638,1544.65,1555.5,12969.51,17193.03,3,0,770,1,0,770,770,20.5,2,36,2309,1154.5,16,0,0,0,0,2,18,12,0,2,18,12,0,0,31.5,UPW,21-07-16
174,1,32844I84454,1400,2454.009333,2465.51,1391.01,1461.85,1,0,1539,8,0,17350,1156,132.04,9,0,27350,1539,167.54,0,0,0,0,6,36,6,0,6,36,6,0,2.666666667,2.666666667,UPW,02-07-16
175,1,39087I90848,189,12.3,12.3,152.04,152.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,06-06-16
176,1,04041I89235,834,1430,1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,12,1,1,12,12,1,0,0,UPW,17-08-16
177,1,64481I70788,134,4650,6180.2,497.8,757.93,6,0,770,5,1,3850,770,68,9,9,7702,770,28,0,0,0,0,2,12,6,0,2,12,6,0,1,1,UPW,10-08-16
178,1,87826I82732,137,2267,2505.94,1965.27,2268.87,1,0,1539,3,10,3082,773,26,8,5,7713,773,20.5,0,0,0,0,1,6,6,0,2,12,6,0,0,4,UPW,03-08-16
179,1,74722I89234,334,394.355,394.355,-10.65,-10.65,1,0,8000,6,2,51874,8000,2.05,7,2,59874,8000,3.3,0,0,0,0,2,12,6,0,2,12,6,0,1.5,1.5,UPW,15-06-16
180,1,46476I90586,889,11263.72667,11296.59,2468.55,3156.65,1,0,4048,11,3,19458,2309,96,14,0,24849,2309,122,0,0,0,0,6,36,6,0,6,36,6,0,1.833333333,3.571428571,UPW,10-07-16
181,1,28357I85340,1447,5483,14963.64,1200.26,3692.91,13,0,1539,2,5,3078,1539,65.9,6,21,14052,2309,121.9,0,0,0,0,2,18,12,0,5,42,12,0,0,6,UPW,13-08-16
182,1,61737I70784,349,192.451,192.451,962.35,962.35,1,0,1539,11,1,18576,1539,27.5,11,1,18576,1539,27.5,0,0,0,0,8,48,6,0,8,48,6,0,1.888888889,1.888888889,UPW,19-06-16
183,1,34068I70373,166,2.558333333,2.558333333,1488.5,1488.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-16
184,1,19266I90588,1026,25.272,25.272,-93,-93,7,0,947,1,0,947,947,186.3,3,2,6834,1547,81.3,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,02-06-16
185,1,93480I89237,158,16.492,16.492,36,36,14,0,773,2,0,1546,773,386.5,2,0,1546,773,386.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,12-06-16
186,1,90015I90583,716,2636.542667,2659.57,226.16,440.92,1,0,773,3,26,2316,773,172.67,5,5,3862,773,48.17,0,0,0,0,2,12,6,0,2,12,6,0,5.5,5.5,UPW,26-07-16
187,1,78609I70784,280,100.8733333,100.8733333,4095.6,4095.6,7,0,4048,2,8,8096,4048,83,3,42,11289,4048,32,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,20-06-16
188,1,23730I82738,422,13601,16400.2,1843.27,2847.5,1,0,8000,3,1,13587,4048,371,5,36,19182,4048,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UPW,05-08-16
189,1,54375I84454,130,5091.106667,5141.32,12846.96,14462.96,10,0,4048,3,2,8281,2309,0,5,15,15634,2309,4,0,0,0,0,3,18,6,0,5,30,6,0,9.666666667,7.5,UPW,20-07-16
190,1,30511I89237,2093,101.7333333,101.7333333,929.25,929.25,17,0,8000,2,25,9547,4773.5,317.31,2,25,9547,4773.5,317.31,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,25-06-16
191,1,27707I90586,1072,5510.47,5552.35,633.76,795.28,1,0,773,7,2,9265,1539,69.24,8,2,10038,1539,73.74,0,0,0,0,5,30,6,0,6,36,6,0,7.166666667,7.166666667,UPW,24-07-16
192,1,72524I95205,124,2517.041667,2533.85,75,90,17,0,4048,1,0,4048,4048,0,2,20,12048,6024,309,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-07-16
193,1,93132I70373,285,6482.324,6512.26,14954.1,15941.22,4,0,1539,4,5,16291,3613,55,4,5,16291,3613,55,0,0,0,0,4,24,6,0,4,24,6,0,10,10,UPW,08-07-16
194,1,91203I88690,101,46.24,46.24,162.72,162.72,5,0,770,5,7,5410,773,297,5,7,5410,773,297,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,24-06-16
195,1,33800I88689,1189,3901.783,3924.49,1272.56,1359.56,54,0,5787,0,0,0,0,0,1,0,5787,5787,15.75,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,29-07-16
196,1,56454I85340,560,13.572,13.572,365.3,365.3,3,995586.0302,770,2,25,2317,1158.5,59,2,25,2317,1158.5,59,0,0,0,0,2,12,6,0.5,2,12,6,0.5,0,0,UPW,26-06-16
197,1,00834I89233,942,64.34666667,64.34666667,1222.84,1222.84,1,0,1539,4,11,3424,856,47.5,4,11,3424,856,47.5,0,0,0,0,2,12,6,0,2,12,6,0,12.5,12.5,UPW,19-06-16
198,1,46858I90841,-36,32.07533333,32.07533333,1557.53,1557.53,1,0,1539,1,0,1539,1539,4.87,1,0,1539,1539,4.87,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-06-16
199,1,31055I89231,68,22.35666667,22.35666667,242.25,242.25,5,0,1539,3,9,3085,773,3,3,9,3085,773,3,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,19-06-16
200,0,55643I95202,130,557.25,568.7,2489.28,2900.18,11,0,773,4,1,3092,773,55.5,4,1,3092,773,55.5,0,0,0,0,4,24,6,0,5,30,6,0,5,5,UPW,05-07-16
201,1,56265I89236,1671,41.04966667,41.04966667,1551.68,1551.68,4,0,773,4,0,3858,773,248.5,4,0,3858,773,248.5,0,0,0,0,3,18,6,0,3,18,6,0,1,1,UPW,13-06-16
202,1,60002I84456,2058,39557,54218.95,20929.48,30084.1,1,0,770,15,1,38814,1539,77,26,1,65483,1539,76,0,0,0,0,11,72,12,0,21,132,12,0,1.769230769,2.625,UPW,12-08-16
203,1,34144I90584,397,14.64666667,14.64666667,2120.95,2120.95,1,0,1539,2,13,2312,1156,68.1,2,13,2312,1156,68.1,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-06-16
204,1,78471I70783,402,8981,12349.41,699.09,1148.62,1,0,770,3,10,7127,2309,173,7,10,16763,2309,173,0,0,0,0,0,0,0,0,1,6,6,0,0,0,UPW,07-08-16
205,1,43811I82733,1340,89.319,89.319,1443.43,1443.43,2,0,1539,6,2,9234,1539,9.2,6,2,9234,1539,9.2,0,0,0,0,6,36,6,0,6,36,6,0,4.833333333,4.833333333,UPW,19-06-16
206,1,78196I90846,794,196.224,196.224,1124.52,1124.52,1,0,10000,2,6,20000,10000,184.52,2,6,20000,10000,184.52,0,0,0,0,2,12,6,0,2,12,6,0,1,1,UPW,12-06-16
207,0,43229I82736,930,6405.333333,6410,11118.38,12165.44,16,0,8000,1,0,8000,8000,0.2,1,0,8000,8000,0.2,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-07-16
208,1,39443I89230,256,17.85,17.85,558.81,558.81,5,0,1539,1,0,1539,1539,14,1,0,1539,1539,14,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,21-06-16
209,1,70083I98085,527,24894.80533,25229.77,1806.01,1536.51,11,0,10000,5,4,32144,4048,70.87,11,4,74307,4067,70.87,0,0,0,0,5,48,12,0,8,66,12,0,2.5,2.142857143,UPW,22-07-16
210,1,11754I82735,1231,172.482,172.482,1165.68,1165.68,1,0,1539,2,21,1712,856,13.71,3,31,3259,1539,0.21,0,0,0,0,2,12,6,0,2,12,6,0,7.5,7.5,UPW,18-06-16
211,1,94452I70376,311,50300.12167,50425.73,6876.7,8651.45,4,0,8000,9,4,54641,8000,100.5,15,4,67065,2320,136.5,0,0,0,0,5,30,6,0,8,48,6,0,1.75,2.714285714,UPW,25-07-16
212,1,89160I90580,1442,13103,14990.66,19759.21,29913.44,4,0,770,8,2,10006,1154.5,31.7,23,0,27053,773,152.7,0,0,0,0,5,36,12,1,9,60,12,0,3.2,3.9,UPW,06-08-16
213,1,15835I84453,879,45729.5,45729.5,7464.54,7464.54,1,0,7526,9,2,40879,5787,4698,9,2,40879,5787,4698,0,0,0,0,0,0,0,0,0,0,0,0,55,55,UPW,09-08-16
214,1,00180I82736,999,46992,55642.08,11529.63,20950.63,2,0,2309,6,0,34453,4048,3282,12,0,68044,4048,34.5,0,0,0,0,3,30,12,0,5,48,12,0,7,9.2,UPW,13-08-16
215,0,61729I95204,152,9.6,9.6,850.32,850.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,18-06-16
216,1,03222I82739,369,5521.04,5529.56,1392.63,1589.03,3,0,2309,3,23,5387,1539,28.5,3,23,5387,1539,28.5,0,0,0,0,4,24,6,0,4,24,6,0,2,2.5,UPW,10-07-16
217,1,90961I90849,296,12868,15134.85,4263.25,6047.91,4,0,3178,7,4,12615,770,227,19,5,31113,1539,168,0,0,0,0,3,18,6,0,8,48,6,0,3,2.875,UPW,05-08-16
218,0,16925I84451,250,1023.6,1035.4,6802.56,7769.06,14,0,770,1,0,770,770,42,1,0,770,770,42,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,10-07-16
219,1,68461I88648,1512,5202.92,5236.4,1428.21,1585.23,6,0,1539,4,5,15422,3178.5,156.9,7,5,19625,2309,73.9,0,0,0,0,4,36,12,0,5,42,12,0,1.666666667,1.75,UPW,06-07-16
220,1,93262I89232,692,109.9443333,109.9443333,511.21,511.21,3,0,773,5,2,6349,947,35.8,7,1,8669,947,35.8,0,0,0,0,4,24,6,0,4,24,6,0,2,2,UPW,07-06-16
221,1,27680I90585,461,80.28,80.28,924.75,924.75,2,0,773,12,2,10033,773,10.5,12,2,10033,773,10.5,0,0,0,0,8,48,6,0,8,48,6,0,3.25,3.25,UPW,27-06-16
222,1,84329I70784,555,890,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,16-07-16
223,1,21586I90585,1743,279.9943333,279.9943333,-1011.77,-1011.77,1,0,770,10,0,9253,773,51.96,11,0,10200,773,71.46,0,0,0,0,5,30,6,0,5,30,6,0,4.6,4.6,UPW,23-06-16
224,1,56989I89230,1146,25.01666667,25.01666667,95,95,2,0,770,3,14,3256,947,18.4,3,14,3256,947,18.4,0,0,0,0,3,18,6,0,3,18,6,0,4.5,4.5,UPW,19-06-16
225,1,75791I88690,180,4503.285,4530.57,1342.8,1417.8,2,0,770,4,2,3080,770,58.8,6,42,9448,770,48.3,0,0,0,0,3,18,6,0,3,18,6,0,2.5,2.5,UPW,15-07-16
226,1,74566I82737,100,11.91,11.91,30,30,10,0,1720,1,0,1720,1720,354,1,0,1720,1720,354,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-16
227,1,01738I90580,1078,29.39533333,29.39533333,105,105,4,0,1539,2,5,3086,1543,182.9,2,5,3086,1543,182.9,0,0,0,0,5,30,6,0,5,30,6,0,2.8,2.8,UPW,07-06-16
228,1,07866I90588,919,56.18333333,56.18333333,2165.25,2165.25,2,0,770,6,0,7904,771.5,107.5,6,0,7904,771.5,107.5,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,25-06-16
229,0,55885I89239,931,2.053333333,7.7,24296.54,29177.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,22-07-16
230,1,85001I82733,1468,4300.8,4302,310.32,327.78,5,0,770,4,17,3083,770,49.43,4,17,3083,770,49.43,0,0,0,0,2,12,6,0,2,12,6,0,0,0,UPW,18-07-16
231,1,02376I84458,612,59.35366667,59.35366667,1903.72,1903.72,16,0,8000,1,0,8000,8000,4.47,1,0,8000,8000,4.47,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,13-06-16
232,0,64532I91197,356,15.315,30.63,30,60,16,0,770,2,2,1540,770,8,3,32,3087,770,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,15-07-16
233,1,50552I95200,350,51.446,51.446,410.94,410.94,1,0,1539,3,4,4625,1539,221,3,4,4625,1539,221,0,0,0,0,2,12,6,0,2,12,6,0,2.333333333,2.333333333,UPW,06-06-16
234,1,29143I95202,211,0.64,0.64,227.6,227.6,942339.0852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,05-06-16
235,1,90696I95203,231,19576,22653,9448.16,9698.07,6,0,3178,4,6,10204,2551,-186.5,5,23,12128,1924,-191,0,0,0,0,3,30,12,0,3,30,12,0,3.5,3.5,UPW,16-08-16
236,1,63732I90585,134,30.037,30.037,195.51,195.51,1,0,770,6,5,4626,770,20,7,5,6173,770,23,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,21-06-16
237,1,76033I90583,49,7.011666667,7.011666667,76.9,76.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,05-06-16
238,1,72601I84453,402,25.33333333,25.33333333,255.36,255.36,24,0,2593,1,0,2593,2593,85.4,1,0,2593,2593,85.4,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,19-06-16
239,1,88894I90587,1761,101.239,101.239,-217.79,-217.79,2,0,770,2,16,8770,4385,32.09,3,15,9717,947,30.09,0,0,0,0,3,18,6,0,3,18,6,0,5.333333333,5.333333333,UPW,29-06-16
240,1,67006I89237,2081,28.966,28.966,1211.98,1211.98,1,0,4048,4,8,11466,3322.5,16.08,5,34,14659,3193,17.58,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,14-06-16
241,1,58305I88649,1276,0.72,0.72,566.46,566.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,03-06-16
242,1,07768I95203,168,1.846,1.846,132.98,132.98,2,0,773,2,2,946,473,22.5,2,2,946,473,22.5,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,01-06-16
243,0,87433I88690,662,68.625,68.625,75,75,18,0,2309,1,0,2309,2309,19.47,1,0,2309,2309,19.47,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,25-06-16
244,1,70517I70371,111,44.538,44.538,-117.72,-117.72,10,0,1547,2,4,1720,860,31,4,3,10067,1247,31,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,09-06-16
245,1,90988I95205,130,3594,3594,299.69,299.69,1,0,1539,2,1,2309,1154.5,186.5,2,1,2309,1154.5,186.5,0,0,0,0,2,12,6,0,2,12,6,0,1.5,1.5,UPW,19-08-16
246,1,28162I84455,2061,7797.6,7820.6,7754.71,9506.71,22,0,5787,1,0,5787,5787,157.6,3,12,13113,5787,157.6,0,0,0,0,1,12,12,0,2,18,12,0,0,0,UPW,25-07-16
247,0,51035I95202,379,131.49,131.49,-229.77,-229.77,9,0,1547,2,12,9547,4773.5,73,2,12,9547,4773.5,73,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,27-06-16
248,0,73565I88689,340,1569.698,1579.77,206.48,245.36,4,0,770,4,5,3086,771.5,26.5,4,5,3086,771.5,26.5,0,0,0,0,5,30,6,1,5,30,6,1,6.25,8.6,UPW,08-07-16
249,1,84260I88688,181,4962,5010.97,399.25,1239.25,6,0,770,2,666606.7922,2309,1154.5,99.5,7,7,10012,1539,107,0,0,0,0,2,12,6,0,4,24,6,0,0,6.5,UPW,30-07-16
250,1,02951I96909,189,941.3133333,943.55,2273.58,2297.46,1,0,1539,6,2,5389,770,53.5,6,2,5389,770,53.5,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,02-07-16
251,1,28884I95203,221,146.412,146.412,1529.78,1529.78,1,0,1924,10,0,14855,1160,16.25,10,0,14855,1160,16.25,0,0,0,0,3,18,6,0,3,18,6,0,7.25,7.25,UPW,14-06-16
252,1,36587I70378,669,18343,23312.17,5034.31,4251.91,1,0,2309,3,11,14357,4048,1564.32,3,11,14357,4048,1564.32,0,0,0,0,1,6,6,1,1,6,6,1,0,0,UPW,11-08-16
253,1,63889I82735,1134,114.7933333,114.7933333,582.6,582.6,3,0,4048,2,18,11608,5804,24.4,2,18,11608,5804,24.4,0,0,0,0,2,12,6,0,2,12,6,0,44.5,44.5,UPW,20-06-16
254,1,50816I88659,1040,20038,21986.79,1304.35,7556.77,6,0,10000,1,0,10000,10000,73.27,3,22,28000,10000,37.27,0,0,0,0,1,6,6,0,2,12,6,0,0,14.5,UPW,06-08-16
255,1,57142I90847,501,189.6833333,189.6833333,1113.75,1113.75,1,0,1539,9,2,14730,1539,76.1,9,2,14730,1539,76.1,0,0,0,0,6,36,6,0,6,36,6,0,5.5,5.5,UPW,25-06-16
256,1,64013I89589,381,643.582,644.74,3482.35,3595.53,1,0,1539,4,18,6541,1539,29.5,4,18,6541,1539,29.5,0,0,0,0,2,12,6,0,2,12,6,0,5.666666667,5.666666667,UPW,01-07-16
257,1,45541I95204,163,610.827,610.827,2469.6,2469.6,1,0,8000,12,3,92392,8000,242,13,3,93939,8000,195.5,0,0,0,0,4,24,6,0,4,24,6,0,1.25,1.25,UPW,21-06-16
258,1,72573I85338,936,21299.766,21351.66,5227.59,5442.78,2,0,770,7,6,12714,1539,37.2,11,6,17338,1539,22.2,0,0,0,0,8,48,6,0,11,66,6,0,3.142857143,4.181818182,UPW,27-07-16
259,1,54986I84453,584,9460.495,9548.05,5100.57,6662.26,5,0,770,19,0,16195,773,374.4,33,0,27191,773,297.4,0,0,0,0,5,30,6,0,6,36,6,0,2,2,UPW,13-07-16
260,1,27366I88649,750,10.36566667,10.36566667,-41.33,-41.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,01-06-16
261,1,30775I70782,123,2524.88,2536.4,434.13,470.13,4,0,1539,5,2,10204,1539,52,5,2,10204,1539,52,0,0,0,0,1,6,6,0,1,6,6,0,0,0,UPW,04-07-16
262,1,76267I88698,1656,10400,10446.2,13048.97,16408.41,2,0,770,8,1,6178,773,76,14,1,10810,773,64.5,0,0,0,0,5,30,6,0,8,48,6,0,6.666666667,10.77777778,UPW,06-08-16
